Food code,Main food description
24127211,"Chicken breast, fried, coated, skin / coating not eaten, from pre-cooked"
24127220,"Chicken breast, fried, coated, skin / coating eaten, from fast food / restaurant"
24127221,"Chicken breast, fried, coated, skin / coating not eaten, from fast food / restaurant"
24127500,"Chicken breast, baked, coated, skin / coating eaten"
24127501,"Chicken breast, baked, coated, skin / coating not eaten"
24130210,"Chicken leg, drumstick and thigh, not specified as to cooking method, skin eaten"
24130220,"Chicken leg, drumstick and thigh, not specified as to cooking method, skin not eaten"
24132230,"Chicken leg, drumstick and thigh, baked or broiled, skin eaten"
24132231,"Chicken leg, drumstick and thigh, baked or broiled, skin not eaten"
24132240,"Chicken leg, drumstick and thigh, rotisserie, skin eaten"
24132241,"Chicken leg, drumstick and thigh, rotisserie, skin not eaten"
24133210,"Chicken leg, drumstick and thigh, stewed, skin eaten"
24133220,"Chicken leg, drumstick and thigh, stewed, skin not eaten"
24134100,"Chicken leg, drumstick and thigh, grilled without sauce, skin eaten"
24134101,"Chicken leg, drumstick and thigh, grilled without sauce, skin not eaten"
24134150,"Chicken leg, drumstick and thigh, grilled with sauce, skin eaten"
24134151,"Chicken leg, drumstick and thigh, grilled with sauce, skin not eaten"
24134300,"Chicken leg, drumstick and thigh, sauteed, skin eaten"
24134301,"Chicken leg, drumstick and thigh, sauteed, skin not eaten"
24137300,"Chicken leg, drumstick and thigh, fried, coated, skin / coating eaten"
24137301,"Chicken leg, drumstick and thigh, fried, coated, skin / coating not eaten"
24137310,"Chicken leg, drumstick and thigh, baked, coated, skin / coating eaten"
24137311,"Chicken leg, drumstick and thigh, baked, coated, skin / coating not eaten"
24140210,"Chicken drumstick, not specified as to cooking method, skin eaten"
24140220,"Chicken drumstick, not specified as to cooking method, skin not eaten"
24142300,"Chicken drumstick, baked, broiled, or roasted, skin eaten, from raw"
24142301,"Chicken drumstick, baked, broiled, or roasted, skin not eaten, from raw"
24142310,"Chicken drumstick, baked or broiled, skin eaten, from pre-cooked"
24142311,"Chicken drumstick, baked or broiled, skin not eaten, from pre-cooked"
24142320,"Chicken drumstick, baked or broiled, skin eaten, from fast food / restaurant"
24142321,"Chicken drumstick, baked or broiled, skin not eaten, from fast food / restaurant"
24142400,"Chicken drumstick, rotisserie, skin eaten"
24142401,"Chicken drumstick, rotisserie, skin not eaten"
24142500,"Chicken drumstick, grilled without sauce, skin eaten"
24142501,"Chicken drumstick, grilled without sauce, skin not eaten"
24142510,"Chicken drumstick, grilled with sauce, skin eaten"
24142511,"Chicken drumstick, grilled with sauce, skin not eaten"
24143210,"Chicken drumstick, stewed, skin eaten"
24143220,"Chicken drumstick, stewed, skin not eaten"
24144300,"Chicken drumstick, sauteed, skin eaten"
24144301,"Chicken drumstick, sauteed, skin not eaten"
24147300,"Chicken drumstick, fried, coated, skin / coating eaten, from raw"
24147301,"Chicken drumstick, fried, coated, skin / coating not eaten, from raw"
24147302,"Chicken drumstick, fried, coated, prepared skinless, coating eaten, from raw"
24147310,"Chicken drumstick, fried, coated, skin / coating eaten, from pre-cooked"
24147311,"Chicken drumstick, fried, coated, skin / coating not eaten, from pre-cooked"
24147320,"Chicken drumstick, fried, coated, skin / coating eaten, from fast food / restaurant"
24147321,"Chicken drumstick, fried, coated, skin / coating not eaten, from fast food / restaurant"
24147400,"Chicken drumstick, baked, coated, skin / coating eaten"
24147401,"Chicken drumstick, baked, coated, skin / coating not eaten"
24150210,"Chicken thigh, not specified as to cooking method, skin eaten"
24150220,"Chicken thigh, not specified as to cooking method, skin not eaten"
24152230,"Chicken thigh, baked, broiled, or roasted, skin eaten, from raw"
24152231,"Chicken thigh, baked, broiled, or roasted, skin not eaten, from raw"
24152240,"Chicken thigh, baked or broiled, skin eaten, from pre-cooked"
24152241,"Chicken thigh, baked or broiled, skin not eaten, from pre-cooked"
24152250,"Chicken thigh, baked or broiled, skin eaten, from fast food / restaurant"
24152251,"Chicken thigh, baked or broiled, skin not eaten, from fast food / restaurant"
24152300,"Chicken thigh, rotisserie, skin eaten"
24152301,"Chicken thigh, rotisserie, skin not eaten"
24153210,"Chicken thigh, stewed, skin eaten"
24153220,"Chicken thigh, stewed, skin not eaten"
24154010,"Chicken thigh, grilled without sauce, skin eaten"
24154011,"Chicken thigh, grilled without sauce, skin not eaten"
24154020,"Chicken thigh, grilled with sauce, skin eaten"
24154021,"Chicken thigh, grilled with sauce, skin not eaten"
24154300,"Chicken thigh, sauteed, skin eaten"
24154301,"Chicken thigh, sauteed, skin not eaten"
24157300,"Chicken thigh, fried, coated, skin / coating eaten, from raw"
24157301,"Chicken thigh, fried, coated, skin / coating not eaten, from raw"
24157302,"Chicken thigh, fried, coated, prepared skinless, coating eaten, from raw"
24157310,"Chicken thigh, fried, coated, skin / coating eaten, from pre-cooked"
24157311,"Chicken thigh, fried, coated, skin / coating not eaten, from pre-cooked"
24157320,"Chicken thigh, fried, coated, skin / coating eaten, from fast food"
24157321,"Chicken thigh, fried, coated, skin / coating not eaten, from fast food"
24157330,"Chicken thigh, fried, coated, skin / coating eaten, from restaurant"
24157331,"Chicken thigh, fried, coated, skin / coating not eaten, from restaurant"
24157400,"Chicken thigh, baked, coated, skin / coating eaten"
24157401,"Chicken thigh, baked, coated, skin / coating not eaten"
24160110,"Chicken wing, not specified as to cooking method"
24162130,"Chicken wing, baked, broiled, or roasted, from raw"
24162140,"Chicken wing, baked or broiled, from pre-cooked"
24162150,"Chicken wing, baked or broiled, from fast food / restaurant"
24162200,"Chicken wing, rotisserie"
24163110,"Chicken wing, stewed"
24164000,"Chicken wing, grilled without sauce"
24164010,"Chicken wing, grilled with sauce"
24164200,"Chicken wing, sauteed"
24167200,"Chicken wing, fried, coated, from raw"
24167210,"Chicken wing, fried, coated, from pre-cooked"
24167220,"Chicken wing, fried, coated, from fast food"
24167230,"Chicken wing, fried, coated, from restaurant"
24167300,"Chicken wing, baked, coated"
24168000,"Chicken ""wings"" with hot sauce, from fast food / restaurant"
24168001,"Chicken ""wings"" with other sauces or seasoning, from fast food / restaurant"
24168002,"Chicken ""wings"", plain, from fast food / restaurant"
24168010,"Chicken ""wings"" with hot sauce, from precooked"
24168011,"Chicken ""wings"" with other sauces or seasoning, from precooked"
24168012,"Chicken ""wings"", plain, from precooked"
24168020,"Chicken ""wings"" with hot sauce, from other sources"
24168021,"Chicken ""wings"" with other sauces or seasoning, from other sources"
24168022,"Chicken ""wings"", plain, from other sources"
24168030,"Chicken ""wings"", boneless, with hot sauce, from fast food / restaurant"
24168031,"Chicken ""wings"", boneless, with hot sauce, from other sources"
24170200,"Chicken, back"
24180200,"Chicken, neck or ribs"
24198340,"Chicken, tail"
24198440,Chicken skin
24198500,Chicken feet
24198570,"Chicken, canned, meat only"
24198670,"Chicken, chicken roll, roasted"
24198671,"Chicken patty, breaded"
24198677,"Chicken fillet, breaded"
24198683,"Chicken fillet, grilled"
24198720,"Chicken, ground"
24198729,Chicken nuggets
24198731,"Chicken nuggets, from fast food"
24198732,"Chicken nuggets, from restaurant"
24198735,"Chicken nuggets, from school lunch"
24198736,"Chicken nuggets, from frozen"
24198737,"Chicken nuggets, from other sources"
24198739,Chicken tenders or strips
24198741,"Chicken tenders or strips, breaded, from fast food"
24198742,"Chicken tenders or strips, breaded, from restaurant"
24198745,"Chicken tenders or strips, breaded, from school lunch"
24198746,"Chicken tenders or strips, breaded, from frozen"
24198747,"Chicken tenders or strips, breaded, from other sources"
24198840,"Fried chicken chunks, Puerto Rican style"
24201000,Turkey
24201020,"Turkey, light meat, skin not eaten"
24201030,"Turkey, light meat, skin eaten"
24201060,"Turkey, light meat, breaded, baked or fried, skin not eaten"
24201070,"Turkey, light meat, breaded, baked or fried, skin eaten"
24201120,"Turkey, light meat, roasted, skin not eaten"
24201130,"Turkey, light meat, roasted, skin eaten"
24201220,"Turkey, dark meat, roasted, skin not eaten"
24201230,"Turkey, dark meat, roasted, skin eaten"
24201320,"Turkey, light and dark meat, roasted, skin not eaten"
24201330,"Turkey, light and dark meat, roasted, skin eaten"
24201360,"Turkey, light or dark meat, fried, coated, skin not eaten"
24201370,"Turkey, light or dark meat, fried, coated, skin eaten"
24201410,"Turkey, light or dark meat, stewed, skin not eaten"
24201420,"Turkey light or dark meat, stewed, skin eaten"
24201510,"Turkey, light or dark meat, smoked, skin eaten"
24201520,"Turkey, light or dark meat, smoked, skin not eaten"
24202010,"Turkey, drumstick, cooked, skin not eaten"
24202020,"Turkey, drumstick, cooked, skin eaten"
24202060,"Turkey, drumstick, roasted, skin not eaten"
24202070,"Turkey, drumstick, roasted, skin eaten"
24202120,"Turkey, drumstick, smoked, skin eaten"
24202460,"Turkey, thigh, cooked, skin eaten"
24202500,"Turkey, thigh, cooked, skin not eaten"
24202600,"Turkey, neck"
24203010,"Turkey, wing, cooked, skin not eaten"
24203020,"Turkey, wing, cooked, skin eaten"
24203120,"Turkey, wing, smoked, skin eaten"
24205000,"Turkey, tail"
24205100,"Turkey, back"
24206000,"Turkey, canned"
24207000,"Turkey, ground"
24208000,"Turkey, nuggets"
24208500,"Turkey bacon, cooked"
24208510,"Turkey bacon, reduced sodium, cooked"
24300110,"Duck, cooked, skin eaten"
24300120,"Duck, cooked, skin not eaten"
24301010,"Duck, roasted, skin eaten"
24301020,"Duck, roasted, skin not eaten"
24302010,"Duck, pressed, Chinese"
24311010,"Goose, wild, roasted"
24400010,"Cornish game hen, cooked, skin eaten"
24400020,"Cornish game hen, cooked, skin not eaten"
24401010,"Cornish game hen, roasted, skin eaten"
24401020,"Cornish game hen, roasted, skin not eaten"
24402100,"Dove, cooked, not specified as to cooking method"
24402110,"Dove, fried"
24403100,"Quail, cooked"
24404100,"Pheasant, cooked"
24701010,Baby Toddler chicken
24703010,Baby Toddler turkey
25110140,"Liver, beef"
25110450,"Liver, chicken"
25112200,"Liver, paste or pate"
25120000,Heart
25130000,Kidney
25140110,Sweetbreads
25150000,Brains
25160000,Tongue
25160130,"Tongue pot roast, Puerto Rican style"
25170110,Tripe
25170210,Chitterlings
25170310,Hog maws
25170420,Gizzard
25210110,Hot dog
25210210,"Hot dog, beef"
25210280,"Hot dog, meat and poultry"
25210290,"Hot dog, reduced fat"
25210410,"Hot dog, turkey"
25220105,Beef sausage
25220106,"Beef sausage, reduced fat"
25220108,"Beef sausage, reduced sodium"
25220150,Beef sausage with cheese
25220210,Blood sausage
25220350,Bratwurst
25220360,"Bratwurst, with cheese"
25220410,Bologna
25220425,"Bologna, reduced fat"
25220435,"Bologna, reduced sodium"
25220650,Turkey or chicken and beef sausage
25220710,Chorizo
25220910,Head cheese
25221110,Knockwurst
25221210,Mortadella
25221215,Pastrami
25221220,"Pastrami, made from any kind of meat, reduced fat"
25221250,Pepperoni
25221255,"Pepperoni, reduced fat"
25221260,"Pepperoni, reduced sodium"
25221310,Polish sausage
25221350,Italian sausage
25221400,Sausage
25221405,Pork sausage
25221406,"Pork sausage, reduced fat"
25221408,"Pork sausage, reduced sodium"
25221450,Pork sausage rice links
25221460,Pork and beef sausage
25221500,Salami
25221505,"Salami, made from any type of meat, reduced fat"
25221515,"Salami, made from any type of meat, reduced sodium"
25221610,"Scrapple, cooked"
25221810,Thuringer
25221830,Turkey or chicken sausage
25221855,"Turkey or chicken sausage, reduced sodium"
25221860,"Turkey or chicken sausage, reduced fat"
25221870,Turkey or chicken and pork sausage
25221875,"Turkey or chicken, pork, and beef sausage, reduced sodium"
25221910,"Vienna sausage, canned"
25221950,Pickled sausage
25230110,Luncheon meat
25230210,"Ham, prepackaged or deli, luncheon meat"
25230220,"Ham, prepackaged or deli, luncheon meat, reduced sodium"
25230320,"Chicken, prepackaged or deli, luncheon meat"
25230340,"Chicken, prepackaged or deli, luncheon meat, reduced sodium"
25230420,"Ham luncheon meat, loaf type"
25230530,Spam
25230550,"Spam, reduced sodium"
25230560,Liverwurst
25230610,"Luncheon meat, loaf type"
25230780,"Turkey, prepackaged or deli, luncheon meat"
25230785,"Turkey, prepackaged or deli, luncheon meat, reduced sodium"
25230800,"Turkey ham, prepackaged or deli, luncheon meat"
25231110,"Beef, prepackaged or deli, luncheon meat"
25231120,"Beef, prepackaged or deli, luncheon meat, reduced sodium"
25240000,Meat spread or potted meat
25240110,Chicken salad spread
25240220,Ham salad spread
26100100,"Fish, raw"
26100110,Fish
26100120,"Fish, not specified as to type, baked or broiled"
26100130,"Fish, not specified as to type, baked or broiled, coated"
26100140,"Fish, not specified as to type, fried"
26100160,"Fish, not specified as to type, steamed"
26100180,"Fish, canned"
26100190,"Fish, smoked"
26100270,"Fish, stick"
26101110,"Fish, anchovy"
26105110,"Fish, carp"
26107110,"Fish, catfish"
26107120,"Fish, catfish, baked or broiled"
26107123,"Fish, catfish, grilled"
26107130,"Fish, catfish, baked or broiled, coated"
26107140,"Fish, catfish, fried"
26107160,"Fish, catfish, steamed"
26109110,"Fish, cod"
26109120,"Fish, cod, baked or broiled"
26109123,"Fish, cod, grilled"
26109130,"Fish, cod, baked or broiled, coated"
26109140,"Fish, cod, fried"
26109160,"Fish, cod, steamed"
26111110,"Fish, croaker"
26113110,"Fish, eel"
26115110,"Fish, flounder"
26115120,"Fish, flounder, baked or broiled"
26115123,"Fish, flounder, grilled"
26115130,"Fish, flounder, baked or broiled, coated"
26115140,"Fish, flounder, fried"
26115160,"Fish, flounder, steamed"
26117110,"Fish, haddock"
26117120,"Fish, haddock, baked or broiled"
26117121,"Fish, haddock, grilled"
26117130,"Fish, haddock, baked or broiled, coated"
26117140,"Fish, haddock, fried"
26117160,"Fish, haddock, steamed"
26118010,"Fish, halibut"
26119110,"Fish, herring"
26119180,"Fish, pickled"
26121110,"Fish, mackerel"
26121120,"Fish, mackerel, baked or broiled"
26121121,"Fish, mackerel, grilled"
26121131,"Fish, mackerel, baked or broiled, coated"
26121140,"Fish, mackerel, fried"
26121180,"Fish, mackerel, canned"
26123110,"Fish, mullet"
26127110,"Fish, perch"
26127120,"Fish, perch, baked or broiled"
26127123,"Fish, perch, grilled"
26127130,"Fish, perch, baked or broiled, coated"
26127140,"Fish, perch, fried"
26127160,"Fish, perch, steamed"
26129110,"Fish, pike"
26131110,"Fish, pompano"
26131120,"Fish, pompano, baked or broiled"
26131121,"Fish, pompano, grilled"
26131130,"Fish, pompano, baked or broiled, coated"
26131140,"Fish, pompano, fried"
26131160,"Fish, pompano, steamed"
26133110,"Fish, snapper"
26137100,"Fish, salmon, raw"
26137110,"Fish, salmon"
26137120,"Fish, salmon, baked or broiled"
26137123,"Fish, salmon, grilled"
26137130,"Fish, salmon, baked or broiled, coated"
26137140,"Fish, salmon, fried"
26137160,"Fish, salmon, steamed"
26137180,"Fish, salmon, canned"
26137190,"Fish, salmon, smoked"
26139180,"Fish, sardines, canned"
26141110,"Fish, bass"
26141120,"Fish, bass, baked or broiled"
26141121,"Fish, bass, grilled"
26141130,"Fish, bass, baked or broiled, coated"
